;DayOfWeek;POS Total Units Sold Promo and Regular;Encoded_REST_KEY
6052;Saturday;6;Store2
6053;Saturday;4;Store3
6054;Saturday;7;Store4
6055;Sunday;4;Store1
6056;Sunday;5;Store2
6057;Sunday;6;Store3
6058;Sunday;5;Store4
6059;Monday;4;Store1
6060;Monday;1;Store2
6061;Monday;11;Store4
6062;Tuesday;5;Store1
6063;Tuesday;4;Store2
6064;Tuesday;5;Store3
6065;Tuesday;6;Store4
6066;Wednesday;1;Store1
6067;Wednesday;4;Store2
6068;Wednesday;6;Store3
6069;Wednesday;5;Store4
6070;Thursday;4;Store1
6071;Thursday;1;Store2
6072;Thursday;2;Store3
6073;Thursday;5;Store4
6074;Friday;3;Store1
6075;Friday;3;Store2
6076;Friday;5;Store3
6077;Friday;3;Store4
6078;Saturday;2;Store1
6079;Saturday;7;Store2
6080;Saturday;5;Store3
6081;Saturday;2;Store4
6082;Sunday;6;Store1
6083;Sunday;3;Store2
6084;Sunday;1;Store3
6085;Sunday;3;Store4
6086;Monday;6;Store1
6087;Monday;4;Store2
6088;Monday;4;Store3
6089;Monday;4;Store4
6090;Tuesday;5;Store1
6091;Tuesday;3;Store2
6092;Tuesday;5;Store3
6093;Tuesday;4;Store4
6094;Wednesday;5;Store1
6095;Wednesday;7;Store2
6096;Wednesday;1;Store3
6097;Wednesday;5;Store4
6098;Thursday;8;Store1
6099;Thursday;3;Store2
6100;Thursday;2;Store3
6101;Thursday;4;Store4
6102;Friday;4;Store1
6103;Friday;2;Store2
6104;Friday;5;Store4
6105;Saturday;6;Store1
6106;Saturday;4;Store2
6107;Saturday;4;Store3
6108;Saturday;3;Store4
6109;Sunday;5;Store1
6110;Sunday;4;Store3
6111;Sunday;3;Store4
6112;Monday;6;Store1
6113;Monday;1;Store2
6114;Monday;3;Store3
6115;Monday;4;Store4
6116;Monday;1;Store1
6117;Monday;1;Store2
6118;Monday;4;Store4
6119;Saturday;4;Store1
6120;Saturday;4;Store2
6121;Saturday;3;Store3
6122;Saturday;2;Store4
6123;Sunday;2;Store1
6124;Sunday;3;Store2
6125;Sunday;4;Store4
6126;Monday;3;Store1
6127;Monday;4;Store2
6128;Monday;3;Store3
6129;Monday;4;Store4
6130;Tuesday;5;Store1
6131;Tuesday;2;Store3
6132;Tuesday;4;Store4
6133;Wednesday;5;Store1
6134;Wednesday;2;Store2
6135;Wednesday;8;Store4
6136;Thursday;2;Store1
6137;Thursday;3;Store2
6138;Thursday;1;Store3
6139;Thursday;7;Store4
6140;Friday;4;Store1
6141;Friday;2;Store2
6142;Friday;6;Store3
6143;Friday;9;Store4
6144;Saturday;4;Store1
6145;Saturday;2;Store2
6146;Saturday;3;Store3
6147;Saturday;10;Store4
6148;Sunday;2;Store1
6149;Sunday;2;Store2
6150;Sunday;3;Store3
6151;Sunday;7;Store4
6152;Monday;4;Store1
6153;Monday;4;Store2
6154;Monday;4;Store3
6155;Monday;3;Store4
6156;Tuesday;7;Store1
6157;Tuesday;3;Store2
6158;Tuesday;4;Store3
6159;Tuesday;5;Store4
6160;Wednesday;4;Store1
6161;Wednesday;1;Store2
6162;Wednesday;1;Store3
6163;Wednesday;1;Store4
6164;Thursday;4;Store1
6165;Thursday;5;Store2
6166;Thursday;5;Store3
6167;Thursday;7;Store4
6168;Friday;8;Store1
6169;Friday;2;Store2
6170;Friday;13;Store3
6171;Friday;6;Store4
6172;Saturday;2;Store2
6173;Saturday;4;Store3
6174;Saturday;2;Store4
6175;Sunday;4;Store1
6176;Sunday;1;Store2
6177;Sunday;3;Store3
6178;Sunday;4;Store4
6179;Monday;3;Store1
6180;Monday;1;Store2
6181;Monday;3;Store3
6182;Monday;8;Store4
6183;Tuesday;5;Store1
6184;Tuesday;1;Store2
6185;Tuesday;1;Store3
6186;Tuesday;2;Store4
6187;Wednesday;1;Store1
6188;Wednesday;1;Store2
6189;Wednesday;1;Store3
6190;Wednesday;6;Store4
6191;Thursday;7;Store1
6192;Thursday;1;Store2
6193;Thursday;7;Store3
6194;Thursday;6;Store4
6195;Friday;4;Store1
6196;Friday;4;Store2
6197;Friday;5;Store3
6198;Friday;9;Store4
6199;Saturday;3;Store1
6200;Saturday;1;Store2
6201;Saturday;2;Store4
6202;Sunday;4;Store1
6203;Sunday;4;Store3
6204;Sunday;2;Store4
6205;Monday;4;Store1
6206;Monday;1;Store2
6207;Monday;2;Store3
6208;Monday;4;Store4
6209;Tuesday;8;Store1
6210;Tuesday;2;Store2
6211;Tuesday;3;Store3
6212;Tuesday;4;Store4
6213;Wednesday;3;Store1
6214;Wednesday;2;Store2
6215;Wednesday;8;Store4
6216;Thursday;7;Store1
6217;Thursday;5;Store2
6218;Thursday;4;Store3
6219;Thursday;4;Store4
6220;Friday;4;Store1
6221;Friday;3;Store2
6222;Friday;6;Store3
6223;Friday;4;Store4
6224;Saturday;4;Store1
6225;Saturday;2;Store2
6226;Saturday;5;Store3
6227;Saturday;5;Store4
6228;Sunday;2;Store1
6229;Sunday;1;Store2
6230;Sunday;7;Store3
6231;Sunday;1;Store4
6232;Saturday;19;Store1
6233;Saturday;13;Store2
6234;Saturday;23;Store3
6235;Saturday;15;Store4
6236;Sunday;11;Store1
6237;Sunday;15;Store2
6238;Sunday;15;Store3
6239;Sunday;15;Store4
6240;Monday;23;Store1
6241;Monday;5;Store2
6242;Monday;6;Store3
6243;Monday;6;Store4
6244;Tuesday;24;Store1
6245;Tuesday;11;Store2
6246;Tuesday;15;Store3
6247;Tuesday;15;Store4
6248;Wednesday;23;Store1
6249;Wednesday;6;Store2
6250;Wednesday;18;Store3
6251;Wednesday;18;Store4
6252;Thursday;25;Store1
6253;Thursday;8;Store2
6254;Thursday;11;Store3
6255;Thursday;25;Store4
6256;Friday;21;Store1
6257;Friday;14;Store2
6258;Friday;26;Store3
6259;Friday;21;Store4
6260;Saturday;27;Store1
6261;Saturday;10;Store2
6262;Saturday;17;Store3
6263;Saturday;22;Store4
6264;Sunday;19;Store1
6265;Sunday;15;Store2
6266;Sunday;9;Store3
6267;Sunday;22;Store4
6268;Monday;16;Store1
6269;Monday;7;Store2
6270;Monday;10;Store3
6271;Monday;22;Store4
6272;Tuesday;15;Store1
6273;Tuesday;11;Store2
6274;Tuesday;20;Store3
6275;Tuesday;14;Store4
6276;Wednesday;13;Store1
6277;Wednesday;3;Store2
6278;Wednesday;21;Store3
6279;Wednesday;15;Store4
6280;Thursday;23;Store1
6281;Thursday;2;Store2
6282;Thursday;6;Store3
6283;Thursday;19;Store4
6284;Friday;27;Store1
6285;Friday;8;Store2
6286;Friday;15;Store3
6287;Friday;28;Store4
6288;Saturday;30;Store1
6289;Saturday;10;Store2
6290;Saturday;8;Store3
6291;Saturday;18;Store4
6292;Sunday;12;Store1
6293;Sunday;17;Store2
6294;Sunday;19;Store3
6295;Sunday;20;Store4
6296;Monday;20;Store1
6297;Monday;14;Store2
6298;Monday;4;Store3
6299;Monday;7;Store4
6300;Tuesday;5;Store1
6301;Tuesday;8;Store2
6302;Tuesday;9;Store3
6303;Tuesday;12;Store4
6304;Wednesday;26;Store1
6305;Wednesday;12;Store2
6306;Wednesday;11;Store3
6307;Wednesday;14;Store4
6308;Thursday;24;Store1
6309;Thursday;6;Store2
6310;Thursday;13;Store3
6311;Thursday;19;Store4
6312;Friday;17;Store1
6313;Friday;13;Store2
6314;Friday;21;Store3
6315;Friday;18;Store4
6316;Saturday;24;Store1
6317;Saturday;17;Store2
6318;Saturday;16;Store3
6319;Saturday;23;Store4
6320;Sunday;16;Store1
6321;Sunday;4;Store2
6322;Sunday;8;Store3
6323;Sunday;14;Store4
6324;Monday;17;Store1
6325;Monday;5;Store2
6326;Monday;6;Store3
6327;Monday;12;Store4
6328;Tuesday;17;Store1
6329;Tuesday;4;Store2
6330;Tuesday;5;Store3
6331;Tuesday;12;Store4
6332;Wednesday;22;Store1
6333;Wednesday;11;Store2
6334;Wednesday;12;Store3
6335;Wednesday;15;Store4
6336;Thursday;23;Store1
6337;Thursday;6;Store2
6338;Thursday;10;Store3
6339;Thursday;17;Store4
6340;Friday;14;Store1
6341;Friday;14;Store2
6342;Friday;14;Store3
6343;Friday;24;Store4
6344;Saturday;24;Store1
6345;Saturday;6;Store2
6346;Saturday;17;Store3
6347;Saturday;18;Store4
6348;Sunday;10;Store1
6349;Sunday;9;Store2
6350;Sunday;12;Store3
6351;Sunday;13;Store4
6352;Monday;17;Store1
6353;Monday;9;Store2
6354;Monday;16;Store3
6355;Monday;18;Store4
6356;Monday;19;Store1
6357;Monday;4;Store2
6358;Monday;20;Store3
6359;Monday;18;Store4
6360;Saturday;4;Store1
6361;Saturday;9;Store2
6362;Saturday;7;Store3
6363;Saturday;8;Store4
6364;Sunday;12;Store1
6365;Sunday;13;Store2
6366;Sunday;11;Store3
6367;Sunday;9;Store4
6368;Monday;15;Store1
6369;Monday;6;Store2
6370;Monday;20;Store3
6371;Monday;12;Store4
6372;Tuesday;13;Store1
6373;Tuesday;12;Store2
6374;Tuesday;7;Store3
6375;Tuesday;13;Store4
6376;Wednesday;10;Store1
6377;Wednesday;7;Store2
6378;Wednesday;8;Store3
6379;Wednesday;17;Store4
6380;Thursday;19;Store1
6381;Thursday;6;Store2
6382;Thursday;15;Store3
6383;Thursday;23;Store4
6384;Friday;27;Store1
6385;Friday;8;Store2
6386;Friday;13;Store3
6387;Friday;22;Store4
6388;Saturday;15;Store1
6389;Saturday;4;Store2
6390;Saturday;9;Store3
6391;Saturday;12;Store4
6392;Sunday;10;Store1
6393;Sunday;4;Store2
6394;Sunday;14;Store3
6395;Sunday;10;Store4
6396;Monday;13;Store1
6397;Monday;5;Store2
6398;Monday;13;Store3
6399;Monday;14;Store4
6400;Tuesday;15;Store1
6401;Tuesday;7;Store2
6402;Tuesday;3;Store3
6403;Tuesday;9;Store4
6404;Wednesday;8;Store1
6405;Wednesday;9;Store2
6406;Wednesday;3;Store3
6407;Wednesday;14;Store4
6408;Thursday;20;Store1
6409;Thursday;15;Store2
6410;Thursday;14;Store3
6411;Thursday;14;Store4
6412;Friday;17;Store1
6413;Friday;14;Store2
6414;Friday;6;Store3
6415;Friday;19;Store4
6416;Saturday;4;Store1
6417;Saturday;5;Store2
6418;Saturday;11;Store3
6419;Saturday;17;Store4
6420;Sunday;15;Store1
6421;Sunday;8;Store2
6422;Sunday;13;Store3
6423;Sunday;17;Store4
6424;Monday;9;Store1
6425;Monday;6;Store2
6426;Monday;13;Store3
6427;Monday;18;Store4
6428;Tuesday;11;Store1
6429;Tuesday;2;Store2
6430;Tuesday;11;Store3
6431;Tuesday;20;Store4
6432;Wednesday;11;Store1
6433;Wednesday;10;Store2
6434;Wednesday;9;Store3
6435;Wednesday;9;Store4
6436;Thursday;17;Store1
6437;Thursday;7;Store2
6438;Thursday;20;Store3
6439;Thursday;20;Store4
6440;Friday;18;Store1
6441;Friday;9;Store2
6442;Friday;11;Store3
6443;Friday;17;Store4
6444;Saturday;6;Store1
6445;Saturday;9;Store2
6446;Saturday;16;Store4
6447;Sunday;11;Store1
6448;Sunday;3;Store3
6449;Sunday;13;Store4
6450;Monday;19;Store1
6451;Monday;8;Store2
6452;Monday;9;Store3
6453;Monday;17;Store4
6454;Tuesday;18;Store1
6455;Tuesday;5;Store2
6456;Tuesday;9;Store3
6457;Tuesday;16;Store4
6458;Wednesday;19;Store1
6459;Wednesday;14;Store2
6460;Wednesday;16;Store3
6461;Wednesday;28;Store4
6462;Thursday;9;Store1
6463;Thursday;13;Store2
6464;Thursday;23;Store3
6465;Thursday;20;Store4
6466;Friday;12;Store1
6467;Friday;16;Store2
6468;Friday;10;Store3
6469;Friday;18;Store4
6470;Saturday;12;Store1
6471;Saturday;12;Store2
6472;Saturday;9;Store3
6473;Saturday;5;Store4
6474;Sunday;14;Store1
6475;Sunday;7;Store2
6476;Sunday;10;Store3
6477;Sunday;10;Store4
6478;Monday;1;Store2
6479;Tuesday;2;Store2
6480;Wednesday;1;Store3
6481;Thursday;1;Store1
6482;Sunday;1;Store4
6483;Monday;2;Store2
6484;Monday;1;Store3
6485;Tuesday;1;Store2
6486;Thursday;1;Store1
6487;Thursday;1;Store2
6488;Thursday;1;Store4
6489;Sunday;1;Store3
6490;Tuesday;1;Store2
6491;Friday;1;Store2
6492;Thursday;1;Store2
6493;Saturday;1;Store4
6494;Tuesday;2;Store2
6495;Wednesday;1;Store3
6496;Wednesday;2;Store4
6497;Thursday;1;Store3
6498;Thursday;1;Store4
6499;Saturday;1;Store3
6500;Sunday;1;Store2
6501;Wednesday;2;Store4
6502;Thursday;1;Store2
6503;Thursday;1;Store3
6504;Friday;2;Store4
6505;Saturday;2;Store3
6506;Monday;1;Store3
6507;Monday;1;Store4
6508;Tuesday;2;Store3
6509;Friday;1;Store3
6510;Saturday;1;Store1
6511;Monday;2;Store3
6512;Tuesday;1;Store3
6513;Thursday;1;Store2
6514;Saturday;2;Store3
6515;Sunday;1;Store3
